filename,HBcount,HBless1SD,HBless1.1SD,HBless1.5SD,dehydronCount,totalAtomsInPDB,totalAtomsInHBDD,totalUniqueAtomsInDDD,totalUniqueAtomsInHBDD
3DR9_A.pdb,15,2.37975,2.04,1.005,12,2147,1427,1100,979
3C63_A.pdb,15,2.37975,2.04,1.005,13,1603,1534,1313,911
2PA8_L.pdb,28,4.4422,3.808,1.876,18,1469,3044,1864,1023
3GMV_X.pdb,55,8.72575,7.48,3.685,31,2332,6061,3225,1898
3D72_A.pdb,37,5.87005,5.032,2.479,21,2366,4120,2149,1608
3FH2_A.pdb,3,0.47595,0.408,0.201,3,2297,283,283,128
3CDO_C.pdb,31,4.91815,4.216,2.077,20,2634,3402,2099,1701
1BDS_A.pdb,11,1.74515,1.496,0.737,7,802,1466,916,538
3B3S_A.pdb,51,8.09115,6.936,3.417,38,4274,5721,4085,2875
3FJ5_A.pdb,11,1.74515,1.496,0.737,7,895,987,599,506
3D3B_J.pdb,9,1.42785,1.224,0.603,7,1384,970,726,325
1G6U_A.pdb,5,0.79325,0.68,0.335,4,754,461,348,379
1LBV_A.pdb,63,9.99495,8.568,4.221,39,3914,7213,4164,2755
3E8M_A.pdb,30,4.7595,4.08,2.01,23,3447,4116,3098,2166
2J73_A.pdb,36,5.7114,4.896,2.412,19,1690,4018,1986,1315
1GNU_A.pdb,24,3.8076,3.264,1.608,11,1971,2698,1139,1329
2JGP_A.pdb,96,15.2304,13.056,6.432,76,8200,10310,7948,5029
1MXG_A.pdb,84,13.3266,11.424,5.628,55,6849,9588,5980,4097
1E0C_A.pdb,52,8.2498,7.072,3.484,38,4126,5757,4065,2976
1BJW_A.pdb,79,12.53335,10.744,5.293,59,5880,8672,6226,3819
2OV0_A.pdb,32,5.0768,4.352,2.144,19,1587,3586,2053,1260
1DOS_A.pdb,46,7.2979,6.256,3.082,32,5386,4970,3224,3007
2JOD_A.pdb,8,1.2692,1.088,0.536,6,2036,998,720,749
3FJU_A.pdb,55,8.72575,7.48,3.685,36,4781,6206,3840,3160
1HP1_A.pdb,127,20.14855,17.272,8.509,84,7973,13887,8690,6065
2IXK_A.pdb,52,8.2498,7.072,3.484,27,2914,5819,2771,1934
1N12_A.pdb,40,6.346,5.44,2.68,29,1986,4188,2852,1371
1MWP_A.pdb,26,4.1249,3.536,1.742,20,1522,2855,2089,1089
2VZP_B.pdb,48,7.6152,6.528,3.216,39,1803,5203,4096,1450
2VG1_A.pdb,27,4.28355,3.672,1.809,23,3506,2718,2233,1748
2Q2A_A.pdb,37,5.87005,5.032,2.479,22,3745,3976,2125,2207
1I6F_A.pdb,14,2.2211,1.904,0.938,14,1099,1662,1662,679
1L2P_A.pdb,1,0.15865,0.136,0.067,1,1009,85,85,85
2OAW_A.pdb,26,4.1249,3.536,1.742,14,1090,2792,1384,852
1FUS_A.pdb,24,3.8076,3.264,1.608,16,1444,2598,1625,897
1MZ9_A.pdb,4,0.6346,0.544,0.268,4,729,365,365,306
1A23_A.pdb,46,7.2979,6.256,3.082,31,3864,6336,4002,2672
1HPU_A.pdb,129,20.46585,17.544,8.643,91,8109,13910,9378,6114
1FIU_A.pdb,52,8.2498,7.072,3.484,41,4465,5527,4208,2809
1N71_A.pdb,53,8.40845,7.208,3.551,37,2849,5764,3816,2139
2PQD_A.pdb,123,19.51395,16.728,8.241,99,6574,13606,10571,4906
1D0D_A.pdb,8,1.2692,1.088,0.536,6,909,750,534,283
3DPG_A.pdb,65,10.31225,8.84,4.355,47,5311,7052,4824,3511
2OKL_A.pdb,16,2.5384,2.176,1.072,11,2889,1824,1192,913
3C7M_A.pdb,35,5.55275,4.76,2.345,26,3061,3736,2629,1940
1F86_A.pdb,42,6.6633,5.712,2.814,30,1750,4459,3034,1388
1FD3_A.pdb,8,1.2692,1.088,0.536,6,609,842,630,334
1I8O_A.pdb,20,3.173,2.72,1.34,19,1717,2043,1936,990
1HNR_A.pdb,3,0.47595,0.408,0.201,3,980,351,351,290
2QMO_A.pdb,17,2.69705,2.312,1.139,14,3411,1676,1326,1326
1FXD_A.pdb,11,1.74515,1.496,0.737,11,810,1042,1042,537
1F00_I.pdb,100,15.865,13.6,6.7,79,4230,10920,8399,3550
1MVE_A.pdb,94,14.9131,12.784,6.298,49,3642,10600,5091,2876
1HKK_A.pdb,60,9.519,8.16,4.02,38,5642,6679,3910,3770
1BNO_A.pdb,10,1.5865,1.36,0.67,6,1893,1263,675,870
1M5S_A.pdb,90,14.2785,12.24,6.03,48,4467,10202,5080,3433
1MOG_A.pdb,17,2.69705,2.312,1.139,12,997,1822,1248,702
1IXH_A.pdb,64,10.1536,8.704,4.288,45,6363,9230,6081,4292
3B9Z_A.pdb,50,7.9325,6.8,3.35,41,5826,5720,4613,3333
2Z58_B.pdb,20,3.173,2.72,1.34,13,1062,2140,1329,719
2V1T_A.pdb,9,1.42785,1.224,0.603,9,1116,853,853,595
2MNR_A.pdb,72,11.4228,9.792,4.824,53,5437,7875,5537,3611
1ATA_A.pdb,14,2.2211,1.904,0.938,13,1207,1622,1502,669
3D80_A.pdb,34,5.3941,4.624,2.278,24,3047,3558,2368,1655
3G5T_A.pdb,63,9.99495,8.568,4.221,40,5926,8366,4969,3955
1IB8_A.pdb,38,6.0287,5.168,2.546,26,3445,5134,3342,1955
1NI8_A.pdb,4,0.6346,0.544,0.268,4,752,380,380,327
2PU9_B.pdb,25,3.96625,3.4,1.675,16,1186,2724,1664,948
1EW4_A.pdb,31,4.91815,4.216,2.077,24,1656,3353,2502,879
1DOW_B.pdb,2,0.3173,0.272,0.134,2,480,188,188,188
2J9E_B.pdb,26,4.1249,3.536,1.742,16,1909,2780,1585,1054
2RL3_A.pdb,66,10.4709,8.976,4.422,31,3872,7590,3232,2787
2V33_A.pdb,33,5.23545,4.488,2.211,31,1278,3402,3152,1029
1DF7_A.pdb,32,5.0768,4.352,2.144,21,2464,3363,2039,1540
1CCZ_A.pdb,63,9.99495,8.568,4.221,33,2761,7140,3597,2127
1GS5_A.pdb,48,7.6152,6.528,3.216,43,3879,4968,4343,2569
1MSO_B.pdb,1,0.15865,0.136,0.067,1,608,102,102,102
1DME_A.pdb,2,0.3173,0.272,0.134,2,471,234,234,133
2IX4_A.pdb,88,13.9612,11.968,5.896,69,6396,10027,7674,4493
3CIP_G.pdb,35,5.55275,4.76,2.345,17,1991,3795,1651,1397
3CX5_J.pdb,47,7.45655,6.392,3.149,26,1973,5087,2572,1627
2QSQ_A.pdb,30,4.7595,4.08,2.01,24,1748,3231,2507,1019
1BTQ_A.pdb,2,0.3173,0.272,0.134,2,391,223,223,145
2O7C_A.pdb,78,12.3747,10.608,5.226,59,5922,8539,6308,4133
3CZZ_A.pdb,39,6.18735,5.304,2.613,34,1466,4040,3458,1329
1I2K_A.pdb,62,9.8363,8.432,4.154,44,4149,6932,4706,2903
2VHK_A.pdb,66,10.4709,8.976,4.422,42,3014,7373,4437,2399
1G2Z_A.pdb,5,0.79325,0.68,0.335,5,472,374,374,225
3D03_A.pdb,50,7.9325,6.8,3.35,42,4223,5416,4501,2526
1CA1_A.pdb,88,13.9612,11.968,5.896,61,5823,9913,6619,4212
2VN6_A.pdb,59,9.36035,8.024,3.953,45,2201,6311,4707,1831
2IV1_A.pdb,27,4.28355,3.672,1.809,23,2433,2571,2132,1380
1FM0_D.pdb,12,1.9038,1.632,0.804,6,1221,1297,612,621
1C52_A.pdb,34,5.3941,4.624,2.278,25,2130,3686,2615,1668
1JUV_A.pdb,50,7.9325,6.8,3.35,36,3061,5372,3667,2330
1G66_A.pdb,30,4.7595,4.08,2.01,26,3587,3918,3321,2242
2ZGW_A.pdb,58,9.2017,7.888,3.886,38,3744,6486,3988,2455
2Z4U_A.pdb,52,8.2498,7.072,3.484,35,4100,5972,3853,2682
2OX5_A.pdb,36,5.7114,4.896,2.412,21,1620,3735,2054,1292
1CRZ_A.pdb,124,19.6726,16.864,8.308,71,5845,14224,7561,4742
1LTS_A.pdb,52,8.2498,7.072,3.484,28,2911,6029,3041,2147
1HTR_B.pdb,87,13.80255,11.832,5.829,62,4833,9368,6449,3464
1LMH_A.pdb,46,7.2979,6.256,3.082,38,2806,4958,4008,2003
1KS8_A.pdb,87,13.80255,11.832,5.829,64,6521,9731,6893,4727
1KAE_A.pdb,57,9.04305,7.752,3.819,51,6372,5988,5264,3437
2R2D_A.pdb,72,11.4228,9.792,4.824,44,4230,7951,4503,3052
1A9X_B.pdb,100,15.865,13.6,6.7,79,5729,11339,8636,4526
1AJ8_A.pdb,57,9.04305,7.752,3.819,37,6014,6269,3798,3695
3ENU_A.pdb,43,6.82195,5.848,2.881,21,1802,4866,2168,1442
3APR_E.pdb,105,16.65825,14.28,7.035,64,4714,11539,6596,3840
3BF8_A.pdb,36,5.7114,4.896,2.412,28,3979,3944,2981,2361
1DQZ_A.pdb,48,7.6152,6.528,3.216,29,4217,5347,3091,2783
3EW1_B.pdb,54,8.5671,7.344,3.618,48,1944,5609,4861,1491
1JKE_C.pdb,36,5.7114,4.896,2.412,22,2224,3958,2243,1460
1KP6_A.pdb,24,3.8076,3.264,1.608,13,1197,2628,1328,915
2NV6_A.pdb,40,6.346,5.44,2.68,35,3998,4304,3660,2404
1K0I_A.pdb,100,15.865,13.6,6.7,72,6229,10910,7538,4335
3FKA_B.pdb,29,4.60085,3.944,1.943,21,1762,2926,2029,1049
1BQK_A.pdb,34,5.3941,4.624,2.278,23,1829,3708,2341,1287
1J57_A.pdb,46,7.2979,6.256,3.082,17,2890,7419,2461,2256
1NS5_B.pdb,13,2.06245,1.768,0.871,12,2410,1277,1151,1047
2VDA_B.pdb,47903,7599.81095,6514.808,3209.501,76,5934,35383379,10831,5767
3FID_A.pdb,126,19.9899,17.136,8.442,93,4504,14131,10111,3785
2V3Q_A.pdb,67,10.62955,9.112,4.489,45,5398,7272,4596,3879
2Z0T_A.pdb,28,4.4422,3.808,1.876,12,1845,3333,1390,1331
1IRS_A.pdb,35,5.55275,4.76,2.345,20,2353,4971,2697,1481
3GEU_A.pdb,7,1.11055,0.952,0.469,5,3026,730,485,646
2PFZ_A.pdb,52,8.2498,7.072,3.484,32,4707,5874,3358,2883
2PA6_A.pdb,74,11.7401,10.064,4.958,53,6585,8242,5700,3975
1O08_A.pdb,36,5.7114,4.896,2.412,27,3425,3845,2763,2210
3BJ1_A.pdb,18,2.8557,2.448,1.206,12,2205,1898,1219,1352
1H2S_B.pdb,8,1.2692,1.088,0.536,8,834,732,732,513
2ZFZ_D.pdb,24,3.8076,3.264,1.608,21,1146,2562,2200,906
1NKP_A.pdb,13,2.06245,1.768,0.871,12,1501,1274,1173,907
1LMB_4.pdb,17,2.69705,2.312,1.139,15,1443,1668,1415,824
2PPO_A.pdb,41,6.50465,5.576,2.747,28,1654,4574,2978,1312
2OFC_A.pdb,47,7.45655,6.392,3.149,33,2204,5124,3428,1786
1AIE_A.pdb,0,0.0,0.0,0.0,0,519,0,0,0
2RJ2_A.pdb,58,9.2017,7.888,3.886,33,2870,6548,3502,2073
1FWU_A.pdb,37,5.87005,5.032,2.479,19,2115,4297,2081,1506
1AG4_A.pdb,27,4.28355,3.672,1.809,14,2039,3834,1792,1404
1KFR_A.pdb,13,2.06245,1.768,0.871,8,2312,1380,802,1060
1JM0_A.pdb,6,0.9519,0.816,0.402,5,838,658,531,456
1D6G_A.pdb,1,0.15865,0.136,0.067,1,972,105,105,105
2P86_A.pdb,51,8.09115,6.936,3.417,30,3071,5757,3039,2327
1F2U_A.pdb,52,8.2498,7.072,3.484,33,2449,5625,3359,1808
3DCK_A.pdb,24,3.8076,3.264,1.608,14,1482,2573,1375,786
1HP8_A.pdb,18,2.8557,2.448,1.206,15,1416,2488,2002,997
1BOM_B.pdb,6,0.9519,0.816,0.402,6,525,658,658,289
1CBN_A.pdb,9,1.42785,1.224,0.603,9,831,1125,1125,582
1F9Y_A.pdb,46,7.2979,6.256,3.082,30,2531,5195,3172,1781
1G9Z_A.pdb,40,6.346,5.44,2.68,25,2505,4574,2654,1841
2NQL_A.pdb,71,11.26415,9.656,4.757,53,5920,7738,5586,3912
2P25_A.pdb,31,4.91815,4.216,2.077,18,2030,3382,1824,1217
3F48_A.pdb,77,12.21605,10.472,5.159,50,8171,8513,5247,5021
2MRB_A.pdb,3,0.47595,0.408,0.201,3,395,238,238,163
1I4U_A.pdb,62,9.8363,8.432,4.154,30,2842,7060,3101,2034
2RN2_A.pdb,28,4.4422,3.808,1.876,20,2450,3081,2151,1404
1L8F_A.pdb,44,6.9806,5.984,2.948,37,2948,4848,3965,2235
3EDY_A.pdb,107,16.97555,14.552,7.169,75,8204,11853,7984,5481
2QQ4_A.pdb,29,4.60085,3.944,1.943,21,2084,3098,2143,1452
2W43_A.pdb,26,4.1249,3.536,1.742,19,3341,2746,1921,1745
2OKT_A.pdb,23,3.64895,3.128,1.541,17,5486,2407,1748,1516
1GOA_A.pdb,29,4.60085,3.944,1.943,19,2457,3132,1953,1489
3C9I_B.pdb,24,3.8076,3.264,1.608,24,3587,2236,2236,1639
1KBE_A.pdb,10,1.5865,1.36,0.67,8,1025,1238,970,476
2UX6_A.pdb,31,4.91815,4.216,2.077,20,1811,3389,2046,1318
2YV0_X.pdb,33,5.23545,4.488,2.211,25,2443,3497,2566,1482
2OF3_A.pdb,34,5.3941,4.624,2.278,22,4288,3789,2329,2542
2QNK_A.pdb,97,15.38905,13.192,6.499,60,4422,10805,6397,3335
3BKZ_A.pdb,72,11.4228,9.792,4.824,44,3113,8075,4737,2388
3E08_C.pdb,35,5.55275,4.76,2.345,27,4560,3617,2701,2171
1CHM_A.pdb,93,14.75445,12.648,6.231,64,6269,10548,7004,4504
1FN9_A.pdb,67,10.62955,9.112,4.489,46,5690,7378,4722,3705
1B0B_A.pdb,21,3.33165,2.856,1.407,20,2037,2128,2009,1245
1GN8_A.pdb,21,3.33165,2.856,1.407,17,2496,2102,1629,1406
2VYW_A.pdb,22,3.4903,2.992,1.474,14,2353,2380,1477,1396
2QA9_E.pdb,89,14.11985,12.104,5.963,61,2534,9453,5900,2201
3CJK_B.pdb,24,3.8076,3.264,1.608,24,1155,2575,2575,859
1L2M_A.pdb,35,5.55275,4.76,2.345,16,2458,5014,2036,1731
2Z8G_A.pdb,80,12.692,10.88,5.36,51,8223,8901,5382,3985
1K4M_A.pdb,30,4.7595,4.08,2.01,21,3433,3115,2027,1873
2PTH_A.pdb,41,6.50465,5.576,2.747,36,2969,4376,3771,2041
1F20_A.pdb,103,16.34095,14.008,6.901,77,6952,11292,8184,5070
1JBS_A.pdb,43,6.82195,5.848,2.881,30,2316,4617,2998,1706
1G92_A.pdb,22048,3497.9152,2998.528,1477.216,91,5519,20619097,17456,5490
2Q2V_A.pdb,34,5.3941,4.624,2.278,32,3748,3409,3180,2057
1N7S_C.pdb,5,0.79325,0.68,0.335,5,1256,488,488,432
3BEU_A.pdb,96,15.2304,13.056,6.432,71,3263,9767,6711,2709
2ZK9_X.pdb,45,7.13925,6.12,3.015,31,2718,4865,3216,1838
2IVG_A.pdb,25,3.96625,3.4,1.675,23,2428,2384,2138,1272
2VG0_A.pdb,29,4.60085,3.944,1.943,25,3495,2952,2451,1849
1GX7_D.pdb,15,2.37975,2.04,1.005,15,1476,1445,1445,735
1HX0_A.pdb,91,14.43715,12.376,6.097,67,7592,9959,7015,5056
1IMO_A.pdb,24,3.8076,3.264,1.608,9,1819,3778,1164,1586
2K38_A.pdb,6,0.9519,0.816,0.402,3,764,753,327,397
2Z9W_A.pdb,82,13.0093,11.152,5.494,65,5831,9015,6933,4193
1DDF_A.pdb,22,3.4903,2.992,1.474,16,2710,3124,2116,1447
3CTK_A.pdb,53,8.40845,7.208,3.551,30,3946,5932,3197,2646
3CG5_A.pdb,66,10.4709,8.976,4.422,47,3940,7594,5184,2746
1EQC_A.pdb,54,8.5671,7.344,3.618,45,6181,5514,4436,3449
2ZDO_D.pdb,23,3.64895,3.128,1.541,12,1776,2500,1212,900
1JZP_A.pdb,8,1.2692,1.088,0.536,8,475,986,986,384
1OA8_D.pdb,38,6.0287,5.168,2.546,34,2015,3945,3494,1368
2YVP_A.pdb,47,7.45655,6.392,3.149,29,2906,5181,3004,2087
3DT7_A.pdb,19,3.01435,2.584,1.273,10,9722,2254,1099,1531
1LOV_A.pdb,28,4.4422,3.808,1.876,18,1451,2967,1737,1049
1FSG_C.pdb,1,0.15865,0.136,0.067,1,3734,104,104,104
1GVR_A.pdb,62,9.8363,8.432,4.154,49,5501,6824,5182,3490
2RBK_A.pdb,65,10.31225,8.84,4.355,44,4033,7323,4724,3186
1DSQ_A.pdb,31865,5055.38225,4333.64,2134.955,157,8460,29118835,27259,8297
1LMT_A.pdb,30,4.7595,4.08,2.01,25,2094,3194,2582,1414
1ITX_A.pdb,71,11.26415,9.656,4.757,45,6273,8064,4851,4029
1JAE_A.pdb,93,14.75445,12.648,6.231,70,6928,10043,7185,4610
2Q9O_A.pdb,150,23.7975,20.4,10.05,112,8451,17157,12342,6321
2OXF_A.pdb,53,8.40845,7.208,3.551,43,3757,5663,4447,2485
2NT0_A.pdb,113,17.92745,15.368,7.571,80,7755,12938,8814,5384
2QJJ_A.pdb,67,10.62955,9.112,4.489,39,6282,7519,4094,4129
1JYO_A.pdb,43,6.82195,5.848,2.881,35,2030,4596,3603,1548
2RLT_A.pdb,17,2.69705,2.312,1.139,11,2168,2717,1586,1388
3B50_A.pdb,62,9.8363,8.432,4.154,41,4858,7023,4441,3239
2QMT_A.pdb,17,2.69705,2.312,1.139,15,858,1654,1434,633
2VU8_I.pdb,9,1.42785,1.224,0.603,9,477,848,848,320
1CMC_A.pdb,14,2.2211,1.904,0.938,13,1678,1411,1299,745
2MHR_A.pdb,13,2.06245,1.768,0.871,10,2508,1660,1272,1136
2ODI_A.pdb,70,11.1055,9.52,4.69,37,3793,7921,3896,2718
2V3Z_A.pdb,92,14.5958,12.512,6.164,60,6897,10418,6503,4681
1K7J_A.pdb,35,5.55275,4.76,2.345,30,3165,3812,3171,1803
1HTR_P.pdb,5,0.79325,0.68,0.335,4,748,495,375,300
1JFL_A.pdb,32,5.0768,4.352,2.144,28,3629,3342,2866,2102
2INC_C.pdb,27,4.28355,3.672,1.809,22,1340,2919,2286,1158
2RFW_A.pdb,116,18.4034,15.776,7.772,73,6355,13019,7699,4794
3CNK_A.pdb,34,5.3941,4.624,2.278,30,1384,3540,3050,1064
1IUF_A.pdb,5,0.79325,0.68,0.335,1,3170,767,122,530
3GAL_B.pdb,61,9.67765,8.296,4.087,42,2093,6803,4501,1789
1I1W_A.pdb,35,5.55275,4.76,2.345,29,5870,4785,3830,3162
2OB1_A.pdb,45,7.13925,6.12,3.015,33,5158,4939,3454,2838
2ZLZ_A.pdb,54,8.5671,7.344,3.618,40,4650,5798,4122,3107
3D30_A.pdb,67,10.62955,9.112,4.489,44,3234,7581,4730,2544
2Q35_A.pdb,45,7.13925,6.12,3.015,35,3805,4925,3720,2574
2V5M_A.pdb,121,19.19665,16.456,8.107,84,6007,13144,8714,4505
1EQ9_A.pdb,81,12.85065,11.016,5.427,67,3325,9017,7308,2609
1D2E_A.pdb,117,18.56205,15.912,7.839,72,6179,13564,7813,4807
1AK6_A.pdb,32,5.0768,4.352,2.144,14,3629,5038,1933,2097
1BXV_A.pdb,28,4.4422,3.808,1.876,22,1354,2970,2274,1008
1CPQ_A.pdb,17,2.69705,2.312,1.139,15,1863,1633,1401,1104
2VYY_A.pdb,12,1.9038,1.632,0.804,10,1610,1144,923,825
2QGI_A.pdb,31,4.91815,4.216,2.077,21,3951,3371,2116,1852
1DIN_A.pdb,36,5.7114,4.896,2.412,26,3479,3831,2659,2216
2UXQ_A.pdb,73,11.58145,9.928,4.891,51,6373,7707,5016,3828
2Z8I_B.pdb,34,5.3941,4.624,2.278,30,2796,3400,2978,1597
3F7J_A.pdb,40,6.346,5.44,2.68,26,4447,4422,2672,2656
1JLI_A.pdb,29,4.60085,3.944,1.943,17,2426,4326,2312,1657
1HG8_A.pdb,38,6.0287,5.168,2.546,32,4950,3915,3160,2428
2Z1Y_A.pdb,69,10.94685,9.384,4.623,48,6114,7668,5050,3815
1BTS_A.pdb,1,0.15865,0.136,0.067,1,405,93,93,93
1CHC_A.pdb,12,1.9038,1.632,0.804,6,1357,1721,810,703
1GTO_A.pdb,6,0.9519,0.816,0.402,6,953,597,597,526
1NEP_A.pdb,50,7.9325,6.8,3.35,36,2040,5495,3873,1587
3BOH_A.pdb,38,6.0287,5.168,2.546,34,3196,4004,3476,2128
1AG9_A.pdb,31,4.91815,4.216,2.077,23,2677,3328,2343,1737
1I2T_A.pdb,3,0.47595,0.408,0.201,3,961,336,336,241
2VU1_B.pdb,80,12.692,10.88,5.36,63,5656,8780,6634,3935
1MK4_A.pdb,16,2.5384,2.176,1.072,10,2507,1754,1010,987
1LUG_A.pdb,69,10.94685,9.384,4.623,30,4066,8118,3153,2892
2QTR_B.pdb,20,3.173,2.72,1.34,12,3100,2159,1182,1258
2NZ7_B.pdb,15,2.37975,2.04,1.005,12,1592,1518,1176,948
2P8I_A.pdb,32,5.0768,4.352,2.144,18,1782,3378,1747,1326
2VB9_C.pdb,85,13.48525,11.56,5.695,63,5910,9609,6814,4176
1NKG_A.pdb,176,27.9224,23.936,11.792,119,7423,19907,12790,5920
1GX7_A.pdb,82,13.0093,11.152,5.494,67,5748,8894,7086,4359
2PES_A.pdb,84,13.3266,11.424,5.628,68,4672,8975,7139,3200
1JXC_A.pdb,13,2.06245,1.768,0.871,10,1291,1532,1113,847
2JP3_A.pdb,19,3.01435,2.584,1.273,17,1309,2157,1941,951
1B3A_A.pdb,12,1.9038,1.632,0.804,6,1076,1326,622,492
1C02_A.pdb,23,3.64895,3.128,1.541,20,2669,2452,2081,1413
2ZNR_A.pdb,37,5.87005,5.032,2.479,29,2788,3982,2956,1706
1L1C_A.pdb,20,3.173,2.72,1.34,18,1182,2974,2598,814
2RKQ_A.pdb,34,5.3941,4.624,2.278,25,2549,3712,2610,1894
1B0Y_A.pdb,20,3.173,2.72,1.34,14,1221,2215,1468,956
2VXW_A.pdb,8,1.2692,1.088,0.536,2,1102,885,169,367
1FK5_A.pdb,13,2.06245,1.768,0.871,13,1240,1278,1278,778
1GO9_A.pdb,8,1.2692,1.088,0.536,8,853,923,923,619
1GVD_A.pdb,5,0.79325,0.68,0.335,5,907,495,495,427
1O7V_A.pdb,39,6.18735,5.304,2.613,30,1995,4208,3109,1466
1CS6_A.pdb,122,19.3553,16.592,8.174,77,5888,13007,7823,4251
1GPI_A.pdb,132,20.9418,17.952,8.844,92,6166,14702,9721,4997
2RC7_B.pdb,63,9.99495,8.568,4.221,35,4403,6973,3523,3067
1J1N_A.pdb,89,14.11985,12.104,5.963,54,7958,9942,5630,5390
1BBG_A.pdb,8,1.2692,1.088,0.536,6,730,1061,759,468
2QPZ_A.pdb,38,6.0287,5.168,2.546,22,1578,4338,2390,1314
1LSL_A.pdb,32,5.0768,4.352,2.144,31,1619,3005,2897,1289
1C4Q_A.pdb,17,2.69705,2.312,1.139,14,1039,1763,1427,796
1F3U_A.pdb,28,4.4422,3.808,1.876,26,1797,2740,2491,1277
1AB1_A.pdb,10,1.5865,1.36,0.67,10,823,1253,1253,679
1GU7_A.pdb,75,11.89875,10.2,5.025,50,5550,8279,5142,3850
2Z37_A.pdb,41,6.50465,5.576,2.747,32,3656,4391,3315,2394
1JFX_A.pdb,30,4.7595,4.08,2.01,21,3215,3233,2130,1869
2ODG_A.pdb,17,2.69705,2.312,1.139,13,1850,2126,1498,1137
1J9L_A.pdb,47,7.45655,6.392,3.149,38,3905,5015,3996,2416
1HO2_A.pdb,3,0.47595,0.408,0.201,3,439,349,349,262
3GDP_A.pdb,112,17.7688,15.232,7.504,78,7842,12527,8406,5483
1J7G_A.pdb,38,6.0287,5.168,2.546,25,2258,4215,2579,1601
1NSC_A.pdb,94,14.9131,12.784,6.298,64,6174,10957,7248,3934
2QUL_A.pdb,48,7.6152,6.528,3.216,36,4528,5190,3743,2930
e4XED.pdb,29,4.60085,3.944,1.943,15,1602,3179,1569,1033
1J09_A.pdb,88,13.9612,11.968,5.896,66,7624,9563,6807,5224
2W40_B.pdb,26,4.1249,3.536,1.742,11,7974,3032,1208,1871
2QHD_A.pdb,25,3.96625,3.4,1.675,21,1877,2538,2077,1338
1DJR_F.pdb,29,4.60085,3.944,1.943,19,1664,3228,2057,972
3CX5_D.pdb,31,4.91815,4.216,2.077,31,3843,3060,3060,1909
3C7X_A.pdb,55,8.72575,7.48,3.685,22,3196,6410,2336,2186
3E0X_A.pdb,23,3.64895,3.128,1.541,15,3818,2528,1584,1658
2ZKN_A.pdb,70,11.1055,9.52,4.69,45,2016,7604,4612,1756
1AT0_A.pdb,62,9.8363,8.432,4.154,46,2270,7005,4999,2033
1BGV_A.pdb,90,14.2785,12.24,6.03,67,6844,9867,7035,4346
2JNR_A.pdb,0,0.0,0.0,0.0,0,411,0,0,0
2PV2_A.pdb,32,5.0768,4.352,2.144,26,1540,3414,2682,1067
1NGL_A.pdb,54,8.5671,7.344,3.618,33,3824,7552,4338,2574
2PET_A.pdb,81,12.85065,11.016,5.427,61,3540,8716,6320,2648
3D3Y_A.pdb,25,3.96625,3.4,1.675,13,6669,2824,1336,1607
1IUA_A.pdb,19,3.01435,2.584,1.273,15,1206,2089,1602,944
1DUS_A.pdb,40,6.346,5.44,2.68,23,3114,4458,2430,1969
1HPI_A.pdb,20,3.173,2.72,1.34,13,1046,2243,1424,865
2OH5_A.pdb,71,11.26415,9.656,4.757,46,3901,7748,4686,3057
1B6G_A.pdb,49,7.77385,6.664,3.283,25,4812,5519,2632,2995
1EYH_A.pdb,20,3.173,2.72,1.34,16,2335,2124,1632,1318
3CKG_A.pdb,113,17.92745,15.368,7.571,96,3479,12287,10183,2970
1NWZ_A.pdb,45,7.13925,6.12,3.015,22,1910,5096,2196,1612
2RHW_A.pdb,41,6.50465,5.576,2.747,33,4433,4450,3514,2356
1FL2_A.pdb,58,9.2017,7.888,3.886,43,4652,6127,4327,2845
1AFW_B.pdb,96,15.2304,13.056,6.432,71,5948,10626,7507,4705
3CO1_A.pdb,1,0.15865,0.136,0.067,1,2150,105,105,105
1FW5_A.pdb,9,1.42785,1.224,0.603,9,433,1079,1079,355
3B8F_B.pdb,23,3.64895,3.128,1.541,12,2262,2657,1344,1191
3BV4_A.pdb,45,7.13925,6.12,3.015,38,5231,4802,3918,2667
1ITV_A.pdb,67,10.62955,9.112,4.489,31,3134,7540,3209,2221
2JB2_B.pdb,96,15.2304,13.056,6.432,82,7221,9962,8234,4792
2NTE_A.pdb,26,4.1249,3.536,1.742,19,3391,2861,2009,1797
2IQY_A.pdb,55,8.72575,7.48,3.685,30,2920,6470,3316,2068
2NX0_A.pdb,20,3.173,2.72,1.34,14,2228,2177,1514,1406
3G5T.pdb,65,10.31225,8.84,4.355,41,6633,9213,5529,4398
3E2T_A.pdb,46,7.2979,6.256,3.082,34,4931,5104,3677,2826
1O9R_A.pdb,17,2.69705,2.312,1.139,16,2504,1823,1694,1214
1FOB_A.pdb,55,8.72575,7.48,3.685,42,5052,5996,4370,3357
1DGW_A.pdb,61,9.67765,8.296,4.087,33,2902,6961,3521,2074
1K12_A.pdb,43,6.82195,5.848,2.881,31,2294,4788,3361,1741
2OR2_A.pdb,36,5.7114,4.896,2.412,21,4720,4106,2224,2573
1F46_B.pdb,33,5.23545,4.488,2.211,23,2178,3713,2469,1293
2ZD2_A.pdb,37,5.87005,5.032,2.479,27,3635,4004,2796,2287
3CI5_G.pdb,35,5.55275,4.76,2.345,18,1974,3828,1767,1433
1AMT.pdb,9,1.42785,1.224,0.603,9,859,951,951,379
